db_name	db_version	table_name	column_name	column_type	url	description
postgres	12	administrable_role_authorizations	grantee	sql_identifier	https://www.postgresql.org/docs/12/infoschema-administrable-role-authorizations.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	13	administrable_role_authorizations	grantee	sql_identifier	https://www.postgresql.org/docs/13/infoschema-administrable-role-authorizations.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	8.2	administrable_role_authorizations	grantee	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-administrable-role-authorizations.html	Name of the role to which this role membership was granted (may be the current user, or a different role in case of nested role memberships)
postgres	8.2	administrable_role_authorizations	is_grantable	character_data	https://www.postgresql.org/docs/8.2/infoschema-administrable-role-authorizations.html	Always YES
postgres	8.3	administrable_role_authorizations	is_grantable	character_data	https://www.postgresql.org/docs/8.3/infoschema-administrable-role-authorizations.html	Always YES
postgres	8.4	administrable_role_authorizations	is_grantable	character_data	https://www.postgresql.org/docs/8.4/infoschema-administrable-role-authorizations.html	Always YES
postgres	9.0	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.0/infoschema-administrable-role-authorizations.html	Always YES
postgres	9.1	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.1/infoschema-administrable-role-authorizations.html	Always YES
postgres	9.2	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.2/infoschema-administrable-role-authorizations.html	Always YES
postgres	9.3	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.3/infoschema-administrable-role-authorizations.html	Always YES
postgres	9.4	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.4/infoschema-administrable-role-authorizations.html	Always YES
postgres	9.5	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.5/infoschema-administrable-role-authorizations.html	Always YES
postgres	9.6	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.6/infoschema-administrable-role-authorizations.html	Always YES
postgres	10	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/10/infoschema-administrable-role-authorizations.html	Always YES
postgres	11	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/11/infoschema-administrable-role-authorizations.html	Always YES
postgres	12	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/12/infoschema-administrable-role-authorizations.html	Always YES
postgres	13	administrable_role_authorizations	is_grantable	yes_or_no	https://www.postgresql.org/docs/13/infoschema-administrable-role-authorizations.html	Always YES
postgres	8.2	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-administrable-role-authorizations.html	Name of a role
postgres	8.3	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-administrable-role-authorizations.html	Name of a role
postgres	8.4	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-administrable-role-authorizations.html	Name of a role
postgres	9.0	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-administrable-role-authorizations.html	Name of a role
postgres	9.1	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-administrable-role-authorizations.html	Name of a role
postgres	9.2	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-administrable-role-authorizations.html	Name of a role
postgres	9.3	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-administrable-role-authorizations.html	Name of a role
postgres	9.4	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-administrable-role-authorizations.html	Name of a role
postgres	9.5	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-administrable-role-authorizations.html	Name of a role
postgres	9.6	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-administrable-role-authorizations.html	Name of a role
postgres	10	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/10/infoschema-administrable-role-authorizations.html	Name of a role
postgres	11	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/11/infoschema-administrable-role-authorizations.html	Name of a role
postgres	12	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/12/infoschema-administrable-role-authorizations.html	Name of a role
postgres	13	administrable_role_authorizations	role_name	sql_identifier	https://www.postgresql.org/docs/13/infoschema-administrable-role-authorizations.html	Name of a role
postgres	7.4	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-applicable-roles.html	Always the name of the current user
postgres	8.0	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-applicable-roles.html	Always the name of the current user
postgres	8.1	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-applicable-roles.html	Always the name of the current user
postgres	8.3	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	8.4	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	9.0	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	9.1	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	9.2	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	9.3	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	9.4	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	9.5	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	9.6	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	10	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/10/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	11	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/11/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	12	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/12/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	13	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/13/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (can be the current user, or a different role in case of nested role memberships)
postgres	8.2	applicable_roles	grantee	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-applicable-roles.html	Name of the role to which this role membership was granted (may be the current user, or a different role in case of nested role memberships)
postgres	7.4	applicable_roles	is_grantable	character_data	https://www.postgresql.org/docs/7.4/infoschema-applicable-roles.html	Applies to a feature not available in PostgreSQL
postgres	8.0	applicable_roles	is_grantable	character_data	https://www.postgresql.org/docs/8.0/infoschema-applicable-roles.html	Applies to a feature not available in PostgreSQL
postgres	8.1	applicable_roles	is_grantable	character_data	https://www.postgresql.org/docs/8.1/infoschema-applicable-roles.html	Applies to a feature not available in PostgreSQL
postgres	8.2	applicable_roles	is_grantable	character_data	https://www.postgresql.org/docs/8.2/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	8.3	applicable_roles	is_grantable	character_data	https://www.postgresql.org/docs/8.3/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	8.4	applicable_roles	is_grantable	character_data	https://www.postgresql.org/docs/8.4/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	9.0	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.0/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	9.1	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.1/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	9.2	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.2/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	9.3	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.3/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	9.4	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.4/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	9.5	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.5/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	9.6	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/9.6/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	10	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/10/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	11	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/11/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	12	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/12/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	13	applicable_roles	is_grantable	yes_or_no	https://www.postgresql.org/docs/13/infoschema-applicable-roles.html	YES if the grantee has the admin option on the role, NO if not
postgres	7.4	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-applicable-roles.html	Name of a group
postgres	8.0	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-applicable-roles.html	Name of a group
postgres	8.1	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-applicable-roles.html	Name of a group
postgres	8.2	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-applicable-roles.html	Name of a role
postgres	8.3	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-applicable-roles.html	Name of a role
postgres	8.4	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-applicable-roles.html	Name of a role
postgres	9.0	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-applicable-roles.html	Name of a role
postgres	9.1	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-applicable-roles.html	Name of a role
postgres	9.2	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-applicable-roles.html	Name of a role
postgres	9.3	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-applicable-roles.html	Name of a role
postgres	9.4	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-applicable-roles.html	Name of a role
postgres	9.5	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-applicable-roles.html	Name of a role
postgres	9.6	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-applicable-roles.html	Name of a role
postgres	10	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/10/infoschema-applicable-roles.html	Name of a role
postgres	11	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/11/infoschema-applicable-roles.html	Name of a role
postgres	12	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/12/infoschema-applicable-roles.html	Name of a role
postgres	13	applicable_roles	role_name	sql_identifier	https://www.postgresql.org/docs/13/infoschema-applicable-roles.html	Name of a role
postgres	8.2	attributes	attribute_default	character_data	https://www.postgresql.org/docs/8.2/infoschema-attributes.html	Default expression of the attribute
postgres	8.3	attributes	attribute_default	character_data	https://www.postgresql.org/docs/8.3/infoschema-attributes.html	Default expression of the attribute
postgres	8.4	attributes	attribute_default	character_data	https://www.postgresql.org/docs/8.4/infoschema-attributes.html	Default expression of the attribute
postgres	9.0	attributes	attribute_default	character_data	https://www.postgresql.org/docs/9.0/infoschema-attributes.html	Default expression of the attribute
postgres	9.1	attributes	attribute_default	character_data	https://www.postgresql.org/docs/9.1/infoschema-attributes.html	Default expression of the attribute
postgres	9.2	attributes	attribute_default	character_data	https://www.postgresql.org/docs/9.2/infoschema-attributes.html	Default expression of the attribute
postgres	9.3	attributes	attribute_default	character_data	https://www.postgresql.org/docs/9.3/infoschema-attributes.html	Default expression of the attribute
postgres	9.4	attributes	attribute_default	character_data	https://www.postgresql.org/docs/9.4/infoschema-attributes.html	Default expression of the attribute
postgres	9.5	attributes	attribute_default	character_data	https://www.postgresql.org/docs/9.5/infoschema-attributes.html	Default expression of the attribute
postgres	9.6	attributes	attribute_default	character_data	https://www.postgresql.org/docs/9.6/infoschema-attributes.html	Default expression of the attribute
postgres	10	attributes	attribute_default	character_data	https://www.postgresql.org/docs/10/infoschema-attributes.html	Default expression of the attribute
postgres	11	attributes	attribute_default	character_data	https://www.postgresql.org/docs/11/infoschema-attributes.html	Default expression of the attribute
postgres	12	attributes	attribute_default	character_data	https://www.postgresql.org/docs/12/infoschema-attributes.html	Default expression of the attribute
postgres	13	attributes	attribute_default	character_data	https://www.postgresql.org/docs/13/infoschema-attributes.html	Default expression of the attribute
postgres	8.2	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-attributes.html	Name of the attribute
postgres	8.3	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-attributes.html	Name of the attribute
postgres	8.4	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-attributes.html	Name of the attribute
postgres	9.0	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-attributes.html	Name of the attribute
postgres	9.1	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-attributes.html	Name of the attribute
postgres	9.2	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-attributes.html	Name of the attribute
postgres	9.3	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-attributes.html	Name of the attribute
postgres	9.4	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-attributes.html	Name of the attribute
postgres	9.5	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-attributes.html	Name of the attribute
postgres	9.6	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-attributes.html	Name of the attribute
postgres	10	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/10/infoschema-attributes.html	Name of the attribute
postgres	11	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/11/infoschema-attributes.html	Name of the attribute
postgres	12	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/12/infoschema-attributes.html	Name of the attribute
postgres	13	attributes	attribute_name	sql_identifier	https://www.postgresql.org/docs/13/infoschema-attributes.html	Name of the attribute
postgres	8.2	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	8.3	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	8.4	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	9.0	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	9.1	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	9.2	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	9.3	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	9.4	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	9.5	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	9.6	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	10	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/10/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	11	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/11/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	12	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/12/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	13	attributes	attribute_udt_catalog	sql_identifier	https://www.postgresql.org/docs/13/infoschema-attributes.html	Name of the database that the attribute data type is defined in (always the current database)
postgres	8.2	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-attributes.html	Name of the attribute data type
postgres	8.3	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-attributes.html	Name of the attribute data type
postgres	8.4	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-attributes.html	Name of the attribute data type
postgres	9.0	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-attributes.html	Name of the attribute data type
postgres	9.1	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-attributes.html	Name of the attribute data type
postgres	9.2	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-attributes.html	Name of the attribute data type
postgres	9.3	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-attributes.html	Name of the attribute data type
postgres	9.4	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-attributes.html	Name of the attribute data type
postgres	9.5	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-attributes.html	Name of the attribute data type
postgres	9.6	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-attributes.html	Name of the attribute data type
postgres	10	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/10/infoschema-attributes.html	Name of the attribute data type
postgres	11	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/11/infoschema-attributes.html	Name of the attribute data type
postgres	12	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/12/infoschema-attributes.html	Name of the attribute data type
postgres	13	attributes	attribute_udt_name	sql_identifier	https://www.postgresql.org/docs/13/infoschema-attributes.html	Name of the attribute data type
postgres	8.2	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	8.3	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	8.4	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	9.0	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	9.1	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	9.2	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	9.3	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	9.4	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	9.5	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	9.6	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	10	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/10/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	11	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/11/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	12	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/12/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	13	attributes	attribute_udt_schema	sql_identifier	https://www.postgresql.org/docs/13/infoschema-attributes.html	Name of the schema that the attribute data type is defined in
postgres	8.2	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.2/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.3	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.3/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.4	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.4/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.0	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.0/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.1	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.1/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.2	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.2/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.3	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.3/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.4	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.4/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.5	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.5/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.6	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.6/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	10	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/10/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	11	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/11/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	12	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/12/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	13	attributes	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/13/infoschema-attributes.html	If data_type identifies a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.2	attributes	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.2/infoschema-attributes.html	If data_type identifies a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	8.3	attributes	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.3/infoschema-attributes.html	If data_type identifies a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	8.4	attributes	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.4/infoschema-attributes.html	If data_type identifies a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	9.0	attributes	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.0/infoschema-attributes.html	If data_type identifies a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
